runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.003,3,5,396,1685,221,221,221,221,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-46.scen:
0.002,2,3,333,1398,205,205,204,205,1,0,1,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-47.scen:
0.001,1,3,292,1296,213,213,213,213,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-48.scen:
0.001,1,3,272,1205,212,212,212,212,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-49.scen:
0.003,2,3,421,1817,219,219,219,219,4,0,0,0,1,0,0,5,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-50.scen:
0.003,4,7,555,2130,182,182,181,182,3,1,1,0,1,0,0,8,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-51.scen:
0.003,3,5,440,1907,230,230,230,230,4,1,0,0,1,0,0,6,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-52.scen:
0.006,5,9,642,2608,233,233,232,233,4,0,1,0,3,0,0,11,0,0.004,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-53.scen:
0.004,2,3,451,1923,251,251,250,251,4,0,1,0,0,0,0,8,0,0.001,0,0,0,0,0,0.002,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-54.scen:
0.004,3,5,429,1814,222,222,221,222,4,0,0,0,2,0,0,6,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-55.scen:
0.003,2,3,366,1540,206,206,206,206,1,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-56.scen:
0.003,2,3,389,1591,229,229,228,229,1,0,1,0,0,0,0,3,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-57.scen:
0.002,2,3,371,1569,230,230,230,230,1,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-58.scen:
0.003,2,3,409,1676,220,220,220,220,2,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-59.scen:
0.004,3,5,482,2036,222,222,220,221,4,1,0,0,1,0,0,11,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-60.scen:
0.004,4,7,502,2088,214,214,212,214,5,0,2,0,1,0,0,11,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-61.scen:
0.005,6,11,642,2535,211,211,208,211,3,3,1,1,0,0,0,11,0,0.004,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-62.scen:
0.004,4,7,476,2006,209,209,209,209,3,0,2,0,1,0,0,7,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-63.scen:
0.004,3,4,437,1859,243,243,242,243,3,0,1,0,1,0,0,6,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-64.scen:
0.004,3,5,473,1984,241,241,240,241,1,0,0,0,2,0,0,4,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-65.scen:
0.003,2,3,354,1546,217,217,217,217,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-66.scen:
0.002,3,5,386,1707,255,255,254,255,1,0,0,0,2,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-67.scen:
0.004,1,3,273,1209,216,216,216,216,0,1,0,0,0,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.009,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-68.scen:
0.001,2,3,319,1444,244,244,244,244,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-69.scen:
0.007,5,9,811,3158,258,258,255,258,3,0,3,0,1,0,0,9,0,0.003,0,0,0,0,0,0.002,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-70.scen:
0.002,2,5,360,1552,223,223,222,222,0,2,0,0,0,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-71.scen:
0.003,2,3,387,1638,227,227,226,227,3,0,1,0,0,0,0,4,0,0,0,0,0.001,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-72.scen:
0.006,4,7,507,2062,221,221,216,221,2,0,1,0,2,0,0,13,0,0.005,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-73.scen:
0.003,2,3,481,2011,233,233,232,233,3,0,1,0,0,0,0,5,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-74.scen:
0.002,3,5,377,1615,239,239,239,239,1,1,0,0,1,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-75.scen:
0.003,3,5,466,1973,221,221,220,221,3,0,1,0,1,0,0,7,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-76.scen:
0.003,3,5,396,1709,220,220,219,220,3,0,1,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-77.scen:
0.004,2,3,446,1724,218,218,218,218,3,0,0,0,1,0,0,6,0,0.001,0,0,0,0,0,0,0,0,0.002,0.002,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-78.scen:
0.004,4,7,551,2291,252,252,251,252,3,1,2,0,0,0,0,7,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-79.scen:
0.001,0,1,296,1346,258,258,258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-80.scen:
0.005,5,9,512,2199,236,236,236,236,2,1,1,0,2,0,0,7,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-81.scen:
0.002,1,3,323,1430,243,243,243,243,0,1,0,0,0,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-82.scen:
0.003,2,3,496,2118,280,280,278,278,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-83.scen:
0.003,2,3,291,1307,209,209,209,209,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-84.scen:
0.004,3,5,586,2319,242,242,240,242,3,0,2,0,0,0,0,9,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-85.scen:
0.002,2,3,355,1486,219,219,218,219,1,0,1,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-86.scen:
0.002,2,3,417,1797,252,252,252,252,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-87.scen:
0.003,3,5,562,2147,235,235,235,235,2,0,0,0,2,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-88.scen:
0.003,2,5,435,1746,227,227,226,227,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-89.scen:
0.003,2,3,488,2028,257,257,256,257,2,0,1,0,0,0,0,6,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-90.scen:
0.002,2,3,368,1571,223,223,222,223,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-91.scen:
0.003,2,5,418,1791,242,242,241,242,0,0,0,0,2,0,0,3,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-92.scen:
0.004,3,5,502,2162,226,226,226,226,4,0,0,0,2,0,0,6,0,0.001,0,0,0,0,0,0,0,0,0.002,0.002,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-93.scen:
0.003,2,3,442,1894,272,272,272,272,3,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-94.scen:
0.003,2,3,400,1692,246,246,246,246,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-95.scen:
0.001,2,3,326,1394,207,207,207,207,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-96.scen:
0.002,1,3,410,1671,237,237,237,237,0,0,0,0,1,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-97.scen:
0.002,2,3,350,1485,243,243,242,243,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-98.scen:
0.004,2,3,376,1675,228,228,228,228,4,0,0,0,1,0,0,10,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-99.scen:
0.003,2,3,351,1521,214,214,214,214,3,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-100.scen:
0.034,98,195,8284,28866,404,404,397,402,48,0,31,0,66,0,0,36,80,0.01,0,0.001,0.001,0,0,0.002,0,0.001,0.017,0.018,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-1.scen:
0.013,6,11,1420,5321,486,486,485,485,7,1,0,0,4,0,0,14,0,0.005,0,0,0,0,0,0.003,0,0,0.002,0.002,0.011,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-2.scen:
0.039,36,71,4538,15643,455,455,450,451,20,1,4,0,30,0,0,72,3,0.023,0.002,0.001,0.001,0,0,0.002,0,0,0.008,0.008,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-3.scen:
0.008,5,9,1218,4969,475,475,474,475,12,1,1,0,2,0,0,17,0,0.002,0,0,0,0,0,0.001,0,0,0.003,0.003,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-4.scen:
0.012,6,11,1403,5717,512,512,510,511,9,2,3,0,0,0,0,17,2,0.005,0.001,0,0,0,0,0.001,0,0.001,0.002,0.002,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-5.scen:
1.06,724,1445,68465,236011,463,463,458,462,365,517,70,1,135,0,0,1736,550,0.751,0.014,0.006,0.013,0.002,0,0.07,0.002,0.01,0.159,0.178,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-6.scen:
0.024,34,65,3074,11838,422,422,418,420,34,7,7,0,19,0,0,60,17,0.011,0,0,0,0,0,0.004,0,0,0.006,0.006,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-7.scen:
0.05,47,88,5555,17454,425,425,421,421,46,15,8,0,23,0,0,125,0,0.027,0.001,0,0.002,0,0,0.008,0,0.001,0.01,0.01,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-8.scen:
0.009,5,9,1184,4908,437,437,436,437,9,1,1,0,2,0,0,19,0,0.005,0,0,0,0,0,0.002,0,0,0.001,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-9.scen:
0.449,392,784,46789,152860,457,457,451,454,262,208,55,0,129,0,0,834,298,0.265,0.014,0.003,0.012,0,0,0.03,0,0.006,0.109,0.115,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-10.scen:
0.022,21,41,2616,9687,448,448,445,448,16,6,3,0,11,0,0,44,4,0.012,0,0,0.002,0,0,0.001,0,0,0.004,0.004,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-11.scen:
0.018,12,23,2027,7842,489,489,484,488,17,5,4,1,1,0,0,40,1,0.01,0,0,0.001,0,0,0.002,0,0,0.003,0.003,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-12.scen:
0.009,6,11,1036,4391,472,472,470,472,9,1,1,0,3,0,0,20,0,0.004,0,0,0,0,0,0.001,0,0,0.002,0.002,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-13.scen:
