runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.022,17,33,4718,12226,1733,1691,1675,1691,16,10,11,2,3,0,0,0,0,16,1,0,26,6,1.75,0.375,0.005,0,0,0,0,0,0.006,0,0,0.005,0.005,0.03,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-1.scen
0.028,23,45,5499,14308,1696,1638,1624,1638,19,8,16,4,2,0,0,0,0,22,1,0,37,3,1.18182,0.5,0.008,0,0.001,0,0,0,0.006,0,0.001,0.008,0.008,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-2.scen
0.02,9,17,4091,10855,1681,1649,1637,1649,12,5,5,2,1,0,0,0,0,8,1,0,28,2,1.25,-0.25,0.005,0,0,0,0,0,0.006,0,0,0.003,0.003,0.031,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-3.scen
0.025,15,29,6787,16341,1802,1746,1738,1746,18,2,14,0,0,0,0,0,0,14,1,0,22,3,0.571429,1,0.004,0,0.003,0,0,0,0.005,0,0,0.005,0.008,0.052,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-4.scen
0.022,15,31,4452,11551,1768,1722,1706,1722,8,9,11,3,1,0,0,0,0,15,1,0,29,2,1.46667,-0.0666667,0.006,0,0.001,0,0,0,0.005,0,0,0.005,0.005,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-5.scen
0.015,15,29,4273,11763,1972,1926,1916,1926,7,6,12,2,0,0,0,0,0,14,1,0,15,6,1.42857,0.642857,0.002,0,0,0,0,0,0.005,0,0.001,0.002,0.002,0.042,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-6.scen
0.02,11,21,4614,12172,1806,1756,1744,1756,13,5,9,1,0,0,0,0,0,10,1,0,26,1,1.6,-0.1,0.005,0,0,0,0,0,0.004,0,0.001,0.005,0.005,0.035,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-7.scen
0.027,13,25,5386,14180,1998,1954,1942,1954,14,9,11,1,0,0,0,0,0,12,1,0,25,1,1.83333,0.0833333,0.008,0,0.001,0,0.001,0,0.005,0,0,0.005,0.005,0.041,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-8.scen
0.023,10,19,4387,11640,1833,1801,1787,1801,11,4,6,2,1,0,0,0,0,9,1,0,25,6,1.11111,-0.111111,0.008,0,0.001,0,0.001,0,0.004,0,0,0.004,0.005,0.03,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-9.scen
0.023,15,31,6315,15548,1814,1772,1764,1772,16,5,12,3,0,0,0,0,0,15,1,0,24,3,1.2,0.6,0.004,0,0,0,0,0,0.008,0,0,0.006,0.006,0.032,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-10.scen
0.018,12,23,3366,9480,1624,1588,1584,1588,12,3,9,0,2,0,0,0,0,11,1,0,21,4,1.45455,0.363636,0.004,0,0,0,0,0,0.004,0,0,0.004,0.004,0.031,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-11.scen
0.025,13,24,5463,13520,1810,1758,1742,1758,12,5,11,1,0,0,0,0,0,12,1,0,30,2,2.33333,-0.166667,0.008,0,0,0,0,0,0.007,0,0,0.004,0.004,0.032,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-12.scen
0.021,14,27,4841,12798,1861,1817,1805,1817,16,5,12,1,0,0,0,0,0,13,1,0,24,0,1.53846,0.461538,0.005,0,0,0,0,0,0.006,0,0,0.004,0.004,0.03,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-13.scen
0.023,13,25,4428,11611,1632,1596,1582,1596,16,4,9,1,2,0,0,0,0,12,1,0,31,1,1,0.0833333,0.008,0,0,0.001,0,0,0.006,0,0.001,0.003,0.003,0.03,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-14.scen
0.039,29,59,9692,22570,1904,1850,1834,1850,19,12,19,9,1,0,0,0,0,29,1,0,23,20,1.37931,1.03448,0.005,0,0,0,0.001,0,0.01,0,0,0.014,0.014,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-15.scen
0.03,17,33,8712,20113,1996,1950,1942,1950,15,4,15,0,1,0,0,0,0,16,1,0,19,2,1.5,0.8125,0.005,0,0.001,0,0,0,0.009,0,0,0.008,0.009,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-16.scen
0.018,8,17,4078,10872,1749,1715,1711,1715,12,3,7,1,0,0,0,0,0,8,1,0,19,2,1.25,0.5,0.004,0,0.002,0,0.001,0,0.004,0,0,0.002,0.003,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-17.scen
0.025,16,31,6085,15141,1766,1718,1710,1718,15,2,13,2,0,0,0,0,0,15,1,0,19,6,1.2,0.533333,0.004,0,0,0.001,0,0,0.008,0,0,0.005,0.005,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-18.scen
0.019,11,23,4141,11207,1901,1841,1829,1841,7,8,9,1,1,0,0,0,0,11,1,0,21,2,2,0,0.005,0,0,0,0,0,0.004,0,0,0.004,0.004,0.029,WDG+R+C+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-19.scen
