runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.006,5097,9605,5150313,7703828,-1,1816,1742,1780,627,1096,239,537,3225,0,0,20628,10465,40.409,0.413,0.179,0.287,2.615,0,8.044,0.028,0.167,7.464,7.744,0.028,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-12.scen:
60.001,40520,81032,15183188,26419159,-1,1855,1805,1839,8670,12526,406,2312,25276,0,0,27974,106269,21.799,2.327,1.112,0.915,3.124,0,4.799,0.155,1.03,22.576,24.264,0.046,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-13.scen:
60.001,25216,49223,9679143,16865749,-1,1642,1582,1614,6280,4341,342,171,20362,0,0,41788,43975,31.814,1.242,0.627,0.665,1.984,0,7.109,0.15,0.569,14.141,15.215,0.044,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-14.scen:
60.001,22967,45879,12787460,21468526,-1,1896,1834,1865,11170,6067,1070,977,14853,0,0,30123,48572,27.976,1.2,0.688,0.747,1.869,0,6.342,0.149,0.671,18.717,19.815,0.027,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-15.scen:
60.001,30480,60907,10887599,22146999,-1,2002,1942,1982,17417,4514,1220,1026,23720,0,0,35986,85129,25.053,1.903,0.952,1.372,3.734,0,6.227,0.147,1.13,17.636,19.125,0.047,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-16.scen:
7.438,2892,5759,822588,1751705,1753,1753,1711,1735,2328,802,650,321,1118,0,0,6423,3345,4.129,0.154,0.099,0.132,0.104,0,1.058,0.02,0.101,1.393,1.55,0.026,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-17.scen:
60.002,17732,35251,11980627,20091620,-1,1772,1710,1741,10037,3621,235,147,13729,0,0,19023,35125,31.243,0.81,0.549,0.795,1.431,0,5.672,0.167,0.579,17.28,18.161,0.046,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-18.scen:
60.001,28556,55499,26090490,38008755,-1,1873,1829,1856,5758,10176,1219,541,16620,0,0,12834,71403,16.452,1.563,0.797,0.511,1.698,0,2.4,0.115,0.688,34.377,35.56,0.029,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-19.scen:
60.001,15320,30593,11125181,17142540,-1,2038,1982,2018,2435,1492,892,316,12620,0,0,31244,32672,33.686,0.732,0.439,0.439,1.065,0,6.552,0.117,0.354,15.299,15.969,0.025,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-20.scen:
60.002,23241,46375,13367622,22692170,-1,1877,1817,1843,2450,7610,1060,1960,12611,0,0,24882,58440,29.642,1.404,0.638,0.36,2.271,0,5.415,0.109,0.607,18.373,19.372,0.046,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-21.scen:
60.002,14858,29140,8436794,14036217,-1,1948,1886,1914,3249,2389,1679,1992,8798,0,0,35650,35658,35.819,0.884,0.405,0.814,2.242,0,6.243,0.078,0.357,11.873,12.499,0.026,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-22.scen:
60.001,11186,20232,33110251,37424370,-1,1831,1775,1811,6030,1884,1562,139,7601,0,0,10632,24595,8.785,0.526,0.354,0.374,1.075,0,2.244,0.079,0.32,45.47,46.027,0.033,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-23.scen:
60.002,13011,25929,13448791,19130768,-1,1786,1734,1762,5662,1745,312,812,10142,0,0,34493,14412,31.719,0.709,0.426,0.18,2.458,0,5.474,0.071,0.346,17.847,18.522,0.034,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-24.scen:
60.001,38257,75950,23259999,38423666,-1,1847,1807,1835,31848,4205,1766,7581,24705,0,0,23968,65379,15.858,1.904,1.209,0.815,1.332,0,3.092,0.18,1.086,32.871,34.791,0.047,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-25.scen:
