runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.001,14274,27887,2894221,5989180,-1,1786,1738,1766,537,3930,1853,567,179,11675,0,13058,482,734,22525,0,125432,1149723,0.812666,-0.338448,50.34,0.914,0.462,0.136,0.573,0,1.964,0.09,0.394,4.657,5.185,0.029,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-4.scen
60.001,3704,7216,4776692,5822763,-1,1644,1584,1604,8,2408,67,15,108,3514,0,2897,52,755,4698,0,124335,109989,3.00378,-0.692225,51.836,0.216,0.099,0.006,0.024,0,1.536,0.018,0.102,6.157,6.27,0.029,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-11.scen
60.004,1486,2973,2032083,3054058,-1,1814,1742,1779,0,1486,0,0,0,1486,0,780,153,553,2117,0,99224,70838,4.89098,-1.76514,54.243,0.094,0.067,0.02,0.173,0,2.649,0.007,0.066,2.649,2.729,0.047,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-12.scen
60.002,21109,42196,7462378,14253508,-1,1894,1834,1864,575,9052,1313,5638,475,13683,0,17398,1600,2111,35509,0,97801,2000210,1.16244,-0.773935,40.665,1.449,0.84,0.237,1.782,0,2.332,0.096,0.782,10.799,11.732,0.036,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-15.scen
60.001,25480,50812,8942709,16222748,-1,2004,1942,1982,1811,4641,3088,2184,1998,18210,0,20475,2538,2467,38475,0,75516,1446583,0.689717,-0.129867,37.503,1.542,0.821,0.272,1.508,0,2.901,0.103,0.822,12.916,13.808,0.045,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-16.scen
60.001,4079,7956,4192490,5485796,-1,1843,1775,1811,11,2537,571,396,39,3073,0,3425,95,559,6755,0,84348,246146,2.20495,-1.83305,51.901,0.293,0.119,0.017,0.236,0,1.728,0.016,0.115,5.531,5.664,0.039,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-23.scen
60.001,2089,4102,2036920,2811035,-1,1772,1710,1741,12,1611,259,46,0,1784,0,1678,141,270,3213,0,73538,107113,1.94543,-0.616563,54.978,0.12,0.08,0.012,0.091,0,1.897,0.009,0.086,2.706,2.794,0.03,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-18.scen
