runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.001,46198,92369,13988086,41634377,-1,1869,1847,1863,4001,1172,25627,11422,2,9147,0,21567,14425,10206,26663,0,23737,116334,0.363327,0.3151,15.214,1.077,1.21,0.293,0.022,0,3.135,0.505,1.307,27.49,28.812,0.035,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-11.scen
3.664,509,1017,145231,367037,1762,1762,1743,1752,53,105,164,52,0,292,0,350,93,65,619,0,5594,4896,0.387795,0.019685,3.143,0.029,0.012,0.001,0.001,0,0.186,0.003,0.012,0.278,0.291,0.034,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-12.scen
0.301,105,209,18733,64778,1688,1688,1677,1685,32,23,4,20,0,80,0,37,33,34,53,0,533,929,0.605769,-0.105769,0.207,0.002,0.004,0.001,0,0,0.033,0,0.001,0.04,0.045,0.034,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-13.scen
0.349,161,321,26012,90671,1753,1753,1738,1750,58,32,70,12,0,78,0,92,40,28,131,0,594,2263,0.45,-0.0875,0.236,0.007,0.006,0,0.003,0,0.032,0.001,0.005,0.053,0.059,0.035,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-14.scen
60.001,24783,49561,9672599,26544763,-1,1803,1793,1799,1202,190,12326,2365,9,10083,0,11636,11118,2029,11966,0,22467,5562,0.105556,1.06113,15.948,0.477,0.687,0.079,0.041,0,20.677,0.226,0.612,18.411,19.151,0.035,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-15.scen
9.086,3433,6865,545623,1787471,1776,1776,1762,1770,939,501,293,341,30,2768,0,2244,903,285,3374,0,18118,75277,0.298368,-0.405012,7.018,0.136,0.095,0.019,0.012,0,0.527,0.013,0.087,1.186,1.287,0.055,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-16.scen
1.574,867,1717,96053,356306,1820,1820,1811,1818,69,148,448,93,0,325,0,466,252,148,568,0,3253,4334,0.23903,0.0923788,1.044,0.022,0.024,0.002,0.008,0,0.207,0.006,0.023,0.238,0.264,0.035,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-17.scen
0.238,83,165,12792,47725,1642,1642,1637,1641,45,15,24,18,0,40,0,44,14,24,66,0,562,834,0.365854,-0.0609756,0.17,0.001,0.005,0,0,0,0.026,0.001,0.006,0.027,0.031,0.034,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-18.scen
60.001,77195,154001,10444581,34266906,-1,1831,1814,1825,2646,12576,40850,5187,244,30914,0,61302,10650,5243,74501,0,29115,1545395,0.247166,0.203394,19.372,4.328,2.025,0.726,0.721,0,2.031,0.467,1.959,22.632,24.825,0.035,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-19.scen
1.354,282,559,77623,217524,1724,1724,1713,1717,32,56,47,12,0,222,0,231,25,25,309,0,2743,4259,0.512456,-0.33452,1.023,0.018,0.015,0,0,0,0.127,0,0.009,0.157,0.172,0.05,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-20.scen
4.118,3486,6762,629435,1920180,1802,1802,1782,1797,361,787,160,242,0,3083,0,2542,612,331,3359,0,5682,92687,0.398565,-0.165567,2.074,0.135,0.093,0.008,0.001,0,0.346,0.009,0.093,1.333,1.443,0.034,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-21.scen
1.021,172,343,28810,96187,1966,1966,1957,1960,46,29,32,2,0,137,0,135,12,24,185,0,2787,1446,0.438596,-0.0409357,0.881,0.015,0.008,0,0,0,0.048,0,0.006,0.06,0.068,0.056,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-22.scen
43.232,52977,102280,6174744,19363973,1844,1844,1830,1838,2934,3783,34518,6087,47,12325,0,47490,3606,1881,59497,0,43968,951720,0.238368,0.25562,20.966,2.587,1.24,0.194,0.049,0,2.172,0.33,1.369,13.333,14.687,0.052,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-23.scen
0.32,28,55,8457,29086,1825,1825,1805,1822,17,20,6,3,0,18,0,6,0,21,25,0,784,412,1.2963,-0.851852,0.277,0.001,0.003,0,0,0,0.017,0,0,0.016,0.018,0.056,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-24.scen
60.001,61772,121251,12834150,30188565,-1,1694,1671,1683,1208,6961,33456,9673,5253,13390,0,55020,6365,387,81720,0,25651,1118323,0.304183,0.231124,26.24,3.294,1.341,0.243,0.365,0,1.564,0.418,1.462,24.469,25.927,0.038,WDG+R+C+T+BP with AStar,instances/random-32-32-10/random-32-32-10-random-80-agents-25.scen
