runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.001,15395,30251,8136945,17264352,-1,1643,1584,1604,2993,1171,1322,1846,11056,0,0,29989,11482,36.184,0.809,0.365,0.261,1.406,0,5.95,0.077,0.398,14.014,14.592,0.031,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-11.scen:
60.002,5489,10945,5081660,9263820,-1,1808,1742,1771,567,1072,316,727,3374,0,0,21782,21440,39.689,0.353,0.19,0.218,4.94,0,5.483,0.025,0.144,8.456,8.748,0.038,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-12.scen:
60.002,50622,101245,16956806,35312099,-1,1845,1805,1832,5799,17232,1504,5806,26080,0,0,15311,176425,11.626,2.866,1.157,1.543,8.903,0,1.546,0.155,1.078,28.704,30.458,0.026,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-13.scen:
60.001,38681,77168,9547685,23796295,-1,1634,1582,1608,9325,9627,523,3558,24973,0,0,36335,86676,26.029,2.023,0.896,1.559,4.263,0,4.087,0.184,0.822,17.672,19.101,0.04,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-14.scen:
60.006,29410,58772,11332304,26444977,-1,1883,1834,1858,12520,8127,1161,525,19597,0,0,29075,80657,23.347,1.527,0.838,1.411,6.471,0,3.556,0.136,0.818,19.889,21.229,0.026,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-15.scen:
60.001,37498,74814,12418162,33629087,-1,1995,1942,1979,25503,8613,4654,5150,19081,0,0,24115,133756,19.424,1.942,1.246,1.266,5.287,0,3.748,0.189,1.26,23.263,25.221,0.048,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-16.scen:
54.932,27502,54835,7787446,19810170,1747,1747,1711,1731,14739,10445,4811,3702,8543,0,0,40058,52824,27.405,1.414,0.673,0.882,2.56,0,4.306,0.212,0.724,14.428,15.506,0.048,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-17.scen:
60.002,12998,25989,9439196,18407889,-1,1767,1710,1740,2302,4743,775,1400,6080,0,0,18862,29614,34.019,0.617,0.37,0.459,2.408,0,4.638,0.093,0.382,15.814,16.413,0.036,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-18.scen:
60.002,59842,119685,15247467,40694593,-1,1862,1829,1848,16339,29726,1183,5111,23822,0,0,15041,204140,14.69,3.257,1.502,1.006,5.007,0,1.918,0.228,1.282,27.687,30.183,0.047,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-19.scen:
60.001,20737,40979,7643303,18304279,-1,2032,1982,2014,5160,2173,2121,508,15935,0,0,41087,51353,33.303,1.05,0.595,0.799,1.925,0,5.965,0.124,0.493,13.597,14.63,0.042,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-20.scen:
60.001,30455,60890,16784219,35756444,-1,1868,1817,1841,3343,11621,861,5324,12649,0,0,15025,112984,18.434,1.82,0.836,0.699,4.637,0,2.25,0.126,0.717,28.514,29.838,0.047,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-21.scen:
60.001,19900,39288,8387650,18955844,-1,1942,1886,1913,2257,4423,1168,3054,11255,0,0,31863,71774,31.878,1.129,0.503,0.501,5.146,0,4.306,0.083,0.466,14.535,15.32,0.025,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-22.scen:
60.001,14102,27355,23540575,30107175,-1,1828,1775,1809,2672,3012,440,934,9716,0,0,15610,32400,13.191,0.708,0.397,0.429,1.996,0,2.621,0.095,0.361,39.472,40.081,0.045,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-23.scen:
60.002,15460,30906,8027541,17312109,-1,1781,1734,1758,5343,3161,873,1901,9525,0,0,34252,32404,31.796,0.833,0.504,0.34,6.55,0,4.663,0.067,0.369,13.721,14.519,0.025,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-24.scen:
60.003,60769,121539,15231875,48019371,-1,1841,1807,1830,48176,8880,2135,10000,39754,0,0,24059,99541,14.761,2.697,1.829,1.108,3.295,0,2.649,0.3,1.722,29.76,32.608,0.026,WDG+GR+GC+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-25.scen:
