runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.002,2,3,434,1375,240,240,238,240,1,0,1,0,0,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-12.scen:
0.002,2,3,351,1257,254,254,254,254,1,1,0,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-13.scen:
0.002,2,3,342,1194,207,207,207,207,3,0,0,0,1,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-14.scen:
0.004,3,5,564,1767,234,234,232,234,4,0,1,0,1,0,0,7,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-15.scen:
0.002,2,3,350,1251,250,250,250,250,1,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-16.scen:
0.007,4,7,542,1733,262,262,260,260,1,1,0,0,2,0,0,7,0,0.005,0,0,0,0,0,0,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-17.scen:
0.01,5,9,600,1891,228,228,224,226,5,0,1,0,3,0,0,9,1,0.005,0,0,0,0,0,0.003,0,0,0,0,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-18.scen:
0.003,1,3,381,1260,251,251,251,251,0,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-19.scen:
0.007,5,9,681,2178,249,249,247,249,5,3,1,0,0,0,0,13,0,0.002,0,0,0.001,0,0,0.001,0,0,0.002,0.002,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-20.scen:
0.001,1,3,305,1067,242,242,240,242,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-21.scen:
0.001,0,1,252,906,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-22.scen:
0.004,4,7,546,1630,211,211,209,211,3,0,0,0,3,0,0,8,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-23.scen:
0.004,2,3,508,1545,210,210,210,210,4,0,0,0,1,0,0,6,0,0.002,0,0,0,0,0,0,0,0,0,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-24.scen:
0.005,4,7,567,1760,234,234,228,234,1,0,2,0,1,0,0,10,0,0.001,0,0,0,0,0,0.002,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-25.scen:
0.003,2,3,438,1454,229,229,227,229,4,0,1,0,0,0,0,5,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-26.scen:
0.002,2,3,381,1284,217,217,217,217,2,0,0,0,1,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-27.scen:
0.005,3,5,495,1576,239,239,239,239,3,1,0,0,1,0,0,9,0,0.001,0,0,0,0,0,0.002,0,0,0,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-28.scen:
0.001,1,3,283,1010,216,216,216,216,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-29.scen:
0.002,2,5,378,1261,238,238,234,238,0,0,1,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-30.scen:
0.002,1,3,288,992,200,200,200,200,0,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-31.scen:
0.002,1,3,472,1305,227,227,227,227,0,0,0,0,1,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-32.scen:
0.006,6,11,705,2200,217,217,217,217,4,3,0,0,2,0,0,13,0,0.004,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-33.scen:
0.002,1,3,313,1099,231,231,231,231,0,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-34.scen:
0.001,1,3,290,1044,226,226,226,226,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-35.scen:
0.051,30,52,4162,9215,241,241,237,241,12,16,8,0,5,0,0,64,3,0.038,0.001,0,0,0,0,0.004,0,0,0.006,0.006,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-36.scen:
0.002,1,3,295,1009,226,226,224,226,0,1,0,0,0,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-37.scen:
0.002,1,3,409,1306,245,245,243,245,0,0,1,0,0,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-38.scen:
0.003,2,3,416,1348,230,230,230,230,3,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-39.scen:
0.003,2,3,700,1816,257,257,257,257,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-40.scen:
0.004,3,5,603,1752,214,214,214,214,3,0,0,0,2,0,0,7,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-41.scen:
0.005,3,5,555,1759,235,235,233,235,3,0,1,0,1,0,0,7,0,0.003,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-42.scen:
0.002,1,3,377,1267,249,249,249,249,0,0,0,0,1,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-43.scen:
0.002,2,3,331,1182,221,221,221,221,3,0,0,0,1,0,0,5,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-44.scen:
0.003,4,7,538,1769,242,242,238,242,3,0,2,0,1,0,0,8,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-45.scen:
0.002,2,3,369,1272,221,221,221,221,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-46.scen:
0.005,5,9,586,1722,206,206,204,206,2,2,1,0,1,0,0,8,0,0.002,0,0,0,0,0,0,0,0,0.002,0.002,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-47.scen:
0.002,2,3,377,1190,213,213,213,213,1,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-48.scen:
0.002,2,3,309,1106,212,212,212,212,2,0,0,0,1,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-49.scen:
0.003,3,5,439,1457,219,219,219,219,2,0,0,0,2,0,0,5,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-50.scen:
0.002,3,5,436,1339,183,183,181,183,2,0,1,0,1,0,0,6,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-51.scen:
0.003,2,3,574,1603,230,230,230,230,4,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-52.scen:
0.006,5,9,626,2013,234,234,232,234,4,0,1,0,3,0,0,12,0,0.005,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-53.scen:
0.002,2,3,382,1304,252,252,250,252,1,0,1,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-54.scen:
0.004,4,7,576,1735,223,223,221,223,3,0,0,0,3,0,0,7,0,0.001,0,0,0,0,0,0,0,0,0.002,0.002,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-55.scen:
0.003,2,3,527,1609,206,206,206,206,3,0,0,0,1,0,0,5,0,0.002,0,0,0,0,0,0,0,0,0,0,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-56.scen:
0.001,1,3,362,1178,230,230,228,230,0,0,1,0,0,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-57.scen:
0.003,2,3,369,1233,230,230,230,230,1,0,0,0,1,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-58.scen:
0.003,3,5,443,1508,220,220,220,220,3,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-59.scen:
0.003,4,7,523,1687,224,224,220,222,3,2,0,0,1,0,0,8,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-60.scen:
0.004,6,11,703,2002,216,216,212,216,4,2,1,0,2,0,0,11,0,0.003,0,0,0,0,0,0,0,0,0,0,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-61.scen:
0.004,4,7,533,1673,212,212,208,212,3,1,1,1,0,0,0,9,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-62.scen:
0.004,4,7,499,1632,209,209,209,209,4,0,2,0,1,0,0,9,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-63.scen:
0.005,4,7,650,1971,244,244,242,244,4,0,1,0,2,0,0,8,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-64.scen:
0.004,2,3,518,1646,242,242,240,242,2,0,0,0,1,0,0,3,0,0.002,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-65.scen:
0.002,2,3,330,1159,217,217,217,217,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-66.scen:
0.002,2,3,405,1386,256,256,254,256,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-67.scen:
0.001,0,1,247,872,216,216,216,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-68.scen:
0.002,2,3,343,1170,244,244,244,244,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-69.scen:
0.007,7,13,1004,2874,261,261,255,261,4,1,4,0,1,0,0,12,1,0.004,0,0,0,0,0,0,0,0,0.002,0.002,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-70.scen:
0.002,2,5,366,1236,224,224,222,222,0,2,0,0,0,0,0,5,0,0.002,0,0,0,0,0,0,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-71.scen:
0.003,2,3,391,1305,228,228,226,228,3,0,1,0,0,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-72.scen:
0.006,4,7,527,1619,222,222,216,222,2,0,1,0,2,0,0,10,0,0.004,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-73.scen:
0.002,2,3,435,1444,234,234,232,234,3,0,1,0,0,0,0,7,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-74.scen:
0.003,3,5,404,1353,239,239,239,239,2,1,0,0,1,0,0,5,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-75.scen:
0.002,2,3,342,1165,222,222,220,222,1,0,1,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-76.scen:
0.003,4,7,412,1415,221,221,219,221,3,0,1,0,2,0,0,6,1,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-77.scen:
0.003,2,3,372,1266,218,218,218,218,2,0,0,0,1,0,0,7,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-78.scen:
0.003,2,3,431,1411,253,253,251,253,3,0,1,0,0,0,0,5,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-79.scen:
0.001,0,1,280,1035,258,258,258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-80.scen:
0.004,4,7,618,1827,236,236,236,236,3,1,1,0,1,0,0,6,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-81.scen:
0.004,2,3,482,1559,243,243,243,243,3,0,0,0,1,0,0,5,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-82.scen:
0.003,3,5,448,1524,280,280,278,278,2,0,0,0,2,0,0,6,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-83.scen:
0.002,2,3,284,1025,209,209,209,209,1,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-84.scen:
0.007,3,5,685,2082,244,244,240,244,5,0,2,0,0,0,0,12,0,0.004,0,0,0,0,0,0.001,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-85.scen:
0.002,2,3,351,1183,220,220,218,220,1,0,1,0,0,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-86.scen:
0.002,1,3,471,1395,252,252,252,252,0,0,0,0,1,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-87.scen:
0.003,3,5,442,1511,235,235,235,235,2,0,0,0,2,0,0,5,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-88.scen:
0.003,3,5,519,1473,228,228,226,228,1,0,0,0,2,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-89.scen:
0.004,2,3,503,1624,258,258,256,258,3,0,1,0,0,0,0,6,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-90.scen:
0.003,2,3,490,1574,224,224,222,224,3,0,1,0,0,0,0,4,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-91.scen:
0.004,3,7,788,2049,243,243,241,243,0,0,0,0,3,0,0,4,0,0.002,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-92.scen:
0.002,2,3,389,1334,226,226,226,226,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-93.scen:
0.004,4,7,612,1935,272,272,272,272,4,1,0,0,2,0,0,8,0,0.001,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-94.scen:
0.002,2,3,370,1308,246,246,246,246,2,0,0,0,1,0,0,3,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-95.scen:
0.002,2,3,313,1096,207,207,207,207,3,0,0,0,1,0,0,4,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-96.scen:
0.004,2,3,471,1466,237,237,237,237,2,0,0,0,1,0,0,6,0,0.003,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-97.scen:
0.002,2,3,341,1174,244,244,242,244,1,0,1,0,0,0,0,2,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-98.scen:
0.005,2,3,551,1671,228,228,228,228,4,0,0,0,1,0,0,8,0,0.003,0,0,0,0,0,0,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-99.scen:
0.003,2,3,368,1225,214,214,214,214,3,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-100.scen:
0.071,109,217,14093,31920,409,409,397,407,45,0,31,0,77,0,0,79,143,0.032,0,0,0.003,0,0,0.007,0.001,0.001,0.026,0.026,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-1.scen:
0.007,5,9,1235,3687,487,487,485,485,5,1,0,0,3,0,0,11,0,0.002,0.001,0.001,0,0,0,0.002,0,0,0,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-2.scen:
0.02,25,49,3739,8852,458,458,450,452,8,1,5,0,18,0,0,33,8,0.01,0,0,0,0,0,0.002,0,0.002,0.007,0.007,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-3.scen:
0.014,14,27,1515,4839,476,476,474,476,8,7,2,0,4,0,0,26,0,0.006,0,0,0,0,0,0.001,0,0,0.005,0.005,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-4.scen:
0.012,9,17,1725,5112,514,514,510,512,8,1,4,0,3,0,0,19,5,0.007,0,0,0.001,0,0,0.001,0,0,0.001,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-5.scen:
1.042,863,1726,86440,230085,468,468,458,465,512,555,86,0,222,0,0,2276,489,0.686,0.018,0.011,0.018,0,0,0.089,0.006,0.008,0.169,0.19,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-6.scen:
0.031,26,49,2902,8138,424,424,418,422,17,2,8,0,15,0,0,44,8,0.018,0,0.001,0,0,0,0.004,0,0,0.005,0.006,0.01,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-7.scen:
0.031,26,52,3456,8760,427,427,421,421,24,11,5,0,10,0,0,72,0,0.017,0,0.001,0,0,0,0.001,0,0,0.011,0.011,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-8.scen:
0.01,7,13,1637,4623,438,438,436,438,15,2,2,0,2,0,0,24,0,0.004,0.001,0,0,0,0,0.002,0,0,0.002,0.002,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-9.scen:
1.628,1659,3146,173000,407224,461,461,451,457,829,939,224,0,496,0,0,3258,1105,0.964,0.037,0.011,0.024,0.001,0,0.157,0.009,0.01,0.345,0.369,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-10.scen:
0.028,15,28,2500,6639,451,451,445,451,13,4,3,0,7,0,0,45,0,0.013,0.001,0,0,0,0,0.004,0,0,0.005,0.005,0.017,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-11.scen:
0.022,18,35,3459,8113,492,492,484,490,12,10,2,1,4,0,0,37,1,0.011,0.001,0.001,0,0,0,0.002,0,0,0.004,0.007,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-12.scen:
0.02,11,21,1666,4942,474,474,470,474,11,2,2,0,6,0,0,25,0,0.008,0,0,0,0,0,0.004,0,0,0.004,0.004,0.015,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-13.scen:
