runtime,solution cost,solver name,instance name
0.02,676,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-71.scen
0.068,738,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-72.scen
0.034,767,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-73.scen
0.396,764,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-74.scen
0.039,733,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-75.scen
0.019,716,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-76.scen
0.025,700,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-77.scen
0.034,703,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-78.scen
0.025,756,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-79.scen
0.027,833,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-80.scen
0.032,756,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-81.scen
0.02,710,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-82.scen
0.026,814,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-83.scen
0.02,674,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-84.scen
0.041,807,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-85.scen
0.037,760,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-86.scen
0.043,740,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-87.scen
0.04,730,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-88.scen
0.019,695,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-89.scen
0.064,771,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-90.scen
0.016,703,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-91.scen
0.045,775,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-92.scen
0.021,701,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-93.scen
0.035,815,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-94.scen
0.118,752,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-95.scen
0.037,686,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-96.scen
0.039,768,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-97.scen
0.033,747,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-98.scen
0.028,773,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-99.scen
0.047,755,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-100.scen
0.23,960,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-1.scen
0.583,993,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-2.scen
0.252,1030,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-3.scen
0.413,1038,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-4.scen
0.454,1038,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-5.scen
0.395,1074,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-6.scen
0.39,935,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-7.scen
0.845,991,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-8.scen
0.978,960,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-9.scen
0.33,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-10.scen
1.679,1001,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-11.scen
1.666,1029,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-12.scen
5.312,1052,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-13.scen
0.195,932,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-14.scen
17.275,1069,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-15.scen
0.053,986,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-16.scen
1.213,1037,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-17.scen
1.806,964,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-18.scen
0.134,1076,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-19.scen
4.662,1029,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-20.scen
3.051,982,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-21.scen
0.748,937,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-22.scen
1.395,990,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-23.scen
4.352,1022,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-24.scen
0.123,1021,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-25.scen
0.059,958,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-26.scen
0.187,995,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-27.scen
4.317,1026,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-28.scen
0.05,1002,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-29.scen
2.486,1006,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-30.scen
0.462,965,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-31.scen
5.264,943,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-32.scen
0.205,1011,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-33.scen
0.036,980,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-34.scen
5.931,979,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-35.scen
26.779,979,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-36.scen
0.091,977,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-37.scen
1.525,1064,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-38.scen
10.525,985,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-39.scen
0.282,1080,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-40.scen
0.319,1006,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-41.scen
0.984,1022,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-42.scen
0.421,999,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-43.scen
1.465,1046,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-44.scen
3.459,1016,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-45.scen
0.096,965,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-46.scen
2.191,990,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-47.scen
0.218,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-48.scen
2.902,1001,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-50.scen
0.261,994,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-51.scen
0.351,973,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-52.scen
3.111,1037,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-53.scen
3.439,1010,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-54.scen
1.156,1009,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-55.scen
1.522,1007,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-56.scen
0.051,958,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-57.scen
1.015,1005,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-58.scen
0.205,988,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-59.scen
0.074,1041,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-60.scen
0.311,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-61.scen
2.039,1041,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-62.scen
5.23,1056,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-63.scen
41.619,992,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-64.scen
3.362,1006,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-65.scen
0.382,1003,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-66.scen
0.193,1060,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-67.scen
1.742,962,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-68.scen
4.691,1114,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-69.scen
6.535,1039,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-70.scen
0.725,960,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-71.scen
5.055,1006,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-73.scen
60.001,-1,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-74.scen
0.421,1005,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-75.scen
0.365,955,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-76.scen
0.449,988,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-77.scen
2.948,937,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-78.scen
0.202,1010,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-79.scen
0.577,1062,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-80.scen
6.05,976,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-81.scen
0.723,944,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-82.scen
0.394,1053,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-83.scen
0.094,961,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-84.scen
0.439,1070,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-85.scen
1.371,1025,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-86.scen
0.53,963,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-87.scen
1.892,1008,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-88.scen
0.832,1019,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-89.scen
4.316,1048,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-90.scen
2.312,1017,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-91.scen
0.122,1073,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-92.scen
0.085,977,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-93.scen
0.376,1009,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-95.scen
0.156,993,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-96.scen
6.064,1023,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-97.scen
1.544,981,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-98.scen
0.961,1027,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-99.scen
