runtime,solution cost,solver name,instance name
0.021,748,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-68.scen
0.04,771,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-69.scen
0.027,785,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-70.scen
0.012,668,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-71.scen
0.032,732,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-72.scen
0.061,758,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-73.scen
0.031,790,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-74.scen
0.041,719,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-75.scen
0.027,730,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-76.scen
0.032,691,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-77.scen
0.024,691,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-78.scen
0.026,734,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-79.scen
0.02,807,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-80.scen
0.029,749,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-81.scen
0.018,709,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-82.scen
0.021,805,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-83.scen
0.015,654,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-84.scen
0.043,778,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-85.scen
0.023,757,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-86.scen
0.023,740,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-87.scen
0.046,724,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-88.scen
0.015,684,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-89.scen
0.039,781,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-90.scen
0.021,692,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-91.scen
0.051,773,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-92.scen
0.016,712,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-93.scen
0.035,818,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-94.scen
0.045,756,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-95.scen
0.027,688,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-96.scen
0.034,773,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-97.scen
0.034,728,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-98.scen
0.035,768,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-99.scen
0.027,740,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-60-agents-100.scen
0.167,977,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-1.scen
0.697,974,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-2.scen
0.599,1024,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-3.scen
0.086,1022,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-4.scen
0.101,1028,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-5.scen
0.904,1081,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-6.scen
0.21,928,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-7.scen
1.158,980,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-8.scen
1.239,956,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-9.scen
0.161,987,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-10.scen
0.488,1005,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-11.scen
0.67,1029,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-12.scen
1.022,1041,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-13.scen
0.357,917,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-14.scen
1.757,1078,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-15.scen
0.06,985,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-16.scen
0.083,1036,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-17.scen
4.841,979,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-18.scen
2.721,1075,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-19.scen
8.135,1012,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-20.scen
0.682,979,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-21.scen
0.995,952,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-22.scen
8.605,966,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-23.scen
60.003,-1,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-24.scen
13.668,1002,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-25.scen
0.049,932,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-26.scen
1.212,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-27.scen
1.423,1035,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-28.scen
0.138,990,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-29.scen
0.056,1023,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-30.scen
0.446,942,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-31.scen
9.956,938,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-32.scen
4.546,1018,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-33.scen
0.038,982,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-34.scen
1.069,996,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-35.scen
2.862,967,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-36.scen
4.5,936,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-37.scen
1.9,1057,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-38.scen
6.647,999,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-39.scen
0.093,1065,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-40.scen
1.198,983,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-41.scen
2.552,1025,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-42.scen
0.173,1005,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-43.scen
0.89,1061,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-44.scen
0.729,999,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-45.scen
0.071,948,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-46.scen
1.453,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-47.scen
0.157,981,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-48.scen
6.921,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-49.scen
0.719,988,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-50.scen
0.734,983,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-51.scen
0.119,987,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-52.scen
4.975,1064,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-53.scen
0.728,1014,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-54.scen
0.081,1024,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-55.scen
2.532,974,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-56.scen
0.106,956,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-57.scen
1.275,977,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-58.scen
0.05,979,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-59.scen
0.091,1036,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-60.scen
0.477,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-61.scen
0.954,1054,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-62.scen
2.035,1018,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-63.scen
60.001,-1,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-64.scen
0.479,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-65.scen
1.262,1000,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-66.scen
0.614,1051,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-67.scen
0.164,963,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-68.scen
60.001,-1,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-69.scen
2.228,1003,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-70.scen
0.043,982,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-71.scen
4.018,994,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-72.scen
2.01,995,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-73.scen
6.364,1073,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-74.scen
0.152,983,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-75.scen
0.495,943,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-76.scen
0.309,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-77.scen
4.654,966,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-78.scen
1.777,978,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-79.scen
0.91,1039,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-80.scen
60.001,-1,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-81.scen
0.38,940,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-82.scen
0.095,1031,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-83.scen
0.101,959,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-84.scen
16.76,1033,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-85.scen
0.862,1018,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-86.scen
0.97,968,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-87.scen
0.528,984,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-88.scen
0.165,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-89.scen
1.631,1035,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-90.scen
1.484,983,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-91.scen
2.115,1056,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-92.scen
0.438,934,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-93.scen
0.4,1110,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-94.scen
19.077,983,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-95.scen
0.115,994,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-96.scen
1.177,1039,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-97.scen
2.31,953,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-98.scen
29.809,1011,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-99.scen
0.996,1004,WDG+R+C+T+BP with AStar,instances/empty-16-16/empty-16-16-random-80-agents-100.scen
