runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.057,50,99,14488,31207,1861,1701,1675,1701,19,10,33,2,2,12,0,0,0,49,1,0,60,6,0.938776,0.755102,0.017,0,0.001,0,0,0,0.015,0,0.003,0.018,0.018,0.044,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-1.scen
0.046,27,53,14938,30119,1770,1646,1624,1646,28,8,12,3,1,10,0,0,0,26,1,0,62,4,1.92308,0.5,0.012,0,0.001,0,0.001,0,0.008,0,0,0.017,0.018,0.027,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-2.scen
0.04,15,31,8090,18436,1747,1655,1637,1655,20,8,9,0,1,5,0,0,0,15,1,0,52,0,1.73333,0.2,0.016,0,0,0,0,0,0.006,0,0.001,0.012,0.012,0.027,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-3.scen
0.052,27,55,11687,25514,1878,1756,1738,1756,25,8,15,0,0,12,0,0,0,27,1,0,63,4,1.25926,0.555556,0.015,0,0,0,0.001,0,0.018,0,0.003,0.012,0.012,0.047,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-4.scen
0.042,28,55,10511,23633,1818,1732,1706,1732,14,10,14,3,2,8,0,0,0,27,1,0,46,3,1.92593,0.481481,0.014,0,0.001,0.001,0,0,0.007,0,0.002,0.013,0.014,0.049,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-5.scen
0.062,20,41,17912,34497,2084,1946,1916,1946,17,6,10,0,0,10,0,0,0,20,1,0,60,7,0.9,0.45,0.02,0,0.003,0,0.001,0,0.014,0,0.001,0.018,0.02,0.028,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-6.scen
0.054,24,47,12334,26725,1926,1766,1744,1766,19,11,10,0,0,13,0,0,0,23,1,0,63,1,1.73913,-0.391304,0.021,0,0.003,0,0,0,0.008,0,0,0.014,0.016,0.027,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-7.scen
0.124,25,47,49088,64068,2108,1979,1942,1979,14,10,11,0,0,13,0,0,0,24,1,0,64,1,2.66667,-0.125,0.026,0,0.002,0,0.001,0,0.029,0,0.001,0.059,0.061,0.039,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-8.scen
0.048,17,35,9354,21009,1903,1805,1787,1805,13,6,7,1,3,6,0,0,0,17,1,0,49,6,1.64706,0.0588235,0.021,0,0,0,0.002,0,0.01,0,0,0.009,0.009,0.038,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-9.scen
0.072,29,59,13122,29274,1912,1788,1764,1788,29,7,13,1,2,13,0,0,0,29,1,0,79,3,1.24138,0.37931,0.019,0,0.001,0,0.002,0,0.024,0,0,0.018,0.019,0.05,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-10.scen
0.056,17,33,9622,20445,1724,1599,1584,1599,19,7,7,0,1,8,0,0,0,16,1,0,67,4,0.875,0.5,0.022,0,0.003,0,0,0,0.018,0,0,0.008,0.01,0.03,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-11.scen
1.063,481,957,635085,953565,1908,1773,1742,1773,84,131,58,3,40,379,0,0,442,38,1,0,72,0,4.55417,-0.0729167,0.031,0,0.014,0,0.026,0,0.145,0.001,0.012,0.826,0.843,0.028,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-12.scen
0.044,23,47,11884,25626,1921,1833,1805,1833,19,11,16,0,0,7,0,0,0,23,1,0,45,0,1.13043,0.608696,0.015,0,0,0,0,0,0.007,0,0,0.016,0.016,0.027,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-13.scen
0.07,38,75,21499,38906,1736,1610,1582,1610,13,16,13,4,0,20,0,0,0,37,1,0,60,0,2.32432,0.216216,0.02,0,0.001,0.001,0,0,0.013,0,0,0.026,0.028,0.038,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-14.scen
0.06,25,48,14158,29540,2006,1862,1834,1862,18,11,5,3,2,14,0,0,0,24,1,0,64,22,2.41667,0.208333,0.019,0,0.001,0,0.001,0,0.015,0,0.003,0.016,0.018,0.027,WDG+R+C+T+BP with AStar,instances/random-32-32-20/random-32-32-20-random-80-agents-15.scen
