runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
5.973,3639,7277,1697914,5279255,3468,3468,3441,3459,4843,2225,280,288,845,0,0,575,6088,0.586,0.228,0.199,0.132,0.814,0,0.103,0.014,0.25,3.699,3.936,0.138,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-11.scen:
11.734,3858,7696,2910796,7928300,3649,3649,3623,3641,4342,1461,691,391,1314,0,0,1835,9541,2.91,0.257,0.243,0.386,1.188,0,0.526,0.023,0.261,5.826,6.153,0.104,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-12.scen:
0.779,232,463,132452,403791,3585,3585,3566,3580,204,40,34,43,114,0,0,315,236,0.314,0.008,0.01,0.005,0.05,0,0.094,0,0.013,0.265,0.277,0.122,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-13.scen:
0.164,43,85,22956,80458,3573,3573,3559,3570,67,15,4,5,18,0,0,60,52,0.074,0.002,0.003,0,0.007,0,0.017,0,0.006,0.047,0.05,0.119,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-14.scen:
2.68,1325,2649,820191,2506695,3782,3782,3744,3769,1659,273,307,32,712,0,0,228,1790,0.44,0.073,0.067,0.103,0.003,0,0.098,0.009,0.094,1.792,1.876,0.123,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-15.scen:
0.301,99,197,57500,195063,3505,3505,3490,3501,182,28,16,15,39,0,0,92,77,0.104,0.004,0.007,0.01,0.022,0,0.021,0.001,0.01,0.114,0.122,0.109,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-16.scen:
0.22,75,149,46693,135222,3597,3597,3576,3594,69,13,3,24,34,0,0,64,89,0.08,0.008,0.002,0.001,0.013,0,0.017,0,0.004,0.082,0.084,0.104,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-17.scen:
0.295,74,147,42739,127545,3444,3444,3421,3440,70,27,7,9,30,0,0,119,43,0.152,0.002,0.003,0,0.005,0,0.029,0,0.009,0.086,0.091,0.123,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-18.scen:
2.148,20,36,623454,651449,3731,3731,3695,3726,11,2,0,3,14,0,0,39,0,0.505,0,0.002,0,0.004,0,0.011,0,0.002,1.613,1.615,0.138,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-19.scen:
0.175,64,127,35975,119195,3268,3268,3251,3265,88,11,29,21,2,0,0,55,135,0.048,0.002,0.002,0.005,0.011,0,0.007,0,0.003,0.083,0.086,0.115,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-20.scen:
0.381,176,351,81246,250040,3701,3701,3675,3697,170,85,49,20,21,0,0,101,240,0.106,0.012,0.007,0.003,0.048,0,0.021,0.001,0.012,0.163,0.174,0.103,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-21.scen:
4.939,2722,5324,1267007,3653879,3453,3453,3426,3446,2941,1502,477,269,473,0,0,466,4834,0.701,0.167,0.119,0.219,0.653,0,0.133,0.01,0.195,2.719,2.869,0.103,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-22.scen:
0.433,208,415,101784,317028,3785,3785,3766,3778,243,93,21,2,91,0,0,140,233,0.128,0.012,0.008,0.004,0.008,0,0.039,0.001,0.012,0.208,0.221,0.117,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-23.scen:
0.108,13,25,16053,44605,3575,3575,3545,3570,20,1,2,4,5,0,0,44,3,0.057,0.001,0.002,0.001,0.001,0,0.011,0,0.002,0.023,0.024,0.125,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-24.scen:
0.629,157,315,169269,434614,3697,3697,3675,3689,326,17,27,30,83,0,0,102,108,0.163,0.01,0.016,0.005,0.015,0,0.042,0.001,0.016,0.353,0.373,0.104,WDG+GR+GC+T+BP with AStar,instances/random-64-64-20/random-64-64-20-random-80-agents-25.scen:
